"INDIKATOR_GRUPPE","INDIKATOR_BEZEICHNUNG","INDIKATOR_AUSPRAEGUNG","INDIKATOR_WERT","BASISWERT_1","BASISWERT_2","BASISWERT_3","BASISWERT_4","BASISWERT_5","NAME_BASISWERT1","NAME_BASISWERT2","NAME_BASISWERT3","NAME_BASISWERT4","NAME_BASISWERT5","JAHR","GLIEDERUNG","NUMMER","NAME"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","77,41","","","","","","","","","","","2003","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","83,79","","","","","","","","","","","2003","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","75,23","","","","","","","","","","","2003","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","77,25","","","","","","","","","","","2003","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","75,91","","","","","","","","","","","2003","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","80,76","","","","","","","","","","","2003","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","82,32","","","","","","","","","","","2003","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","84,23","","","","","","","","","","","2003","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,81","","","","","","","","","","","2003","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83","","","","","","","","","","","2003","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","78,05","","","","","","","","","","","2003","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","82,62","","","","","","","","","","","2003","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","81,76","","","","","","","","","","","2003","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","75,9","","","","","","","","","","","2003","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,63","","","","","","","","","","","2003","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","79,94","","","","","","","","","","","2003","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","81,66","","","","","","","","","","","2003","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","78,34","","","","","","","","","","","2003","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","82,88","","","","","","","","","","","2003","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","77,84","","","","","","","","","","","2003","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","81,55","","","","","","","","","","","2003","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","81,46","","","","","","","","","","","2003","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","83,72","","","","","","","","","","","2003","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","87,52","","","","","","","","","","","2003","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","75,24","","","","","","","","","","","2003","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","82,96","","","","","","","","","","","2003","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","82,39","","","","","","","","","","","2003","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","81,14","","","","","","","","","","","2003","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","80,87","","","","","","","","","","","2003","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","83,18","","","","","","","","","","","2003","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","74,75","","","","","","","","","","","2003","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","80,99","","","","","","","","","","","2003","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","82,1","","","","","","","","","","","2003","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","82,3","","","","","","","","","","","2003","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","85,96","","","","","","","","","","","2003","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","82,61","","","","","","","","","","","2003","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,11","","","","","","","","","","","2003","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","82,63","","","","","","","","","","","2003","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","82,47","","","","","","","","","","","2003","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","77,67","","","","","","","","","","","2003","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","82,34","","","","","","","","","","","2003","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","79,6","","","","","","","","","","","2003","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","81,54","","","","","","","","","","","2003","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","75,81","","","","","","","","","","","2003","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","71,81","","","","","","","","","","","2003","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","77,91","","","","","","","","","","","2003","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","74,86","","","","","","","","","","","2003","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","75,73","","","","","","","","","","","2003","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","81,51","","","","","","","","","","","2003","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","77,57","","","","","","","","","","","2003","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","79,84","","","","","","","","","","","2003","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","74,91","","","","","","","","","","","2003","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","66,75","","","","","","","","","","","2003","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","75,18","","","","","","","","","","","2003","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","77,32","","","","","","","","","","","2003","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","74,51","","","","","","","","","","","2003","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","73,79","","","","","","","","","","","2003","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","77,26","","","","","","","","","","","2003","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","70,71","","","","","","","","","","","2003","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","75,69","","","","","","","","","","","2003","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","82,8","","","","","","","","","","","2003","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","76","","","","","","","","","","","2003","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","76,55","","","","","","","","","","","2003","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,94","","","","","","","","","","","2003","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","76,99","","","","","","","","","","","2003","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","82,11","","","","","","","","","","","2003","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","85,05","","","","","","","","","","","2003","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","80,98","","","","","","","","","","","2003","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","73,52","","","","","","","","","","","2003","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","79","","","","","","","","","","","2003","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","77,37","","","","","","","","","","","2003","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","76,76","","","","","","","","","","","2003","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","76,32","","","","","","","","","","","2003","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","79,32","","","","","","","","","","","2003","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","78,52","","","","","","","","","","","2003","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","75,39","","","","","","","","","","","2003","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","73,88","","","","","","","","","","","2003","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","80,35","","","","","","","","","","","2003","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","87,9","","","","","","","","","","","2003","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","79,78","","","","","","","","","","","2003","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","76,57","","","","","","","","","","","2003","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","82,75","","","","","","","","","","","2003","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","82,64","","","","","","","","","","","2003","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","76,23","","","","","","","","","","","2003","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","77,6","","","","","","","","","","","2003","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","82,89","","","","","","","","","","","2003","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","76,29","","","","","","","","","","","2003","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","79,35","","","","","","","","","","","2003","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","82,87","","","","","","","","","","","2003","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","80,65","","","","","","","","","","","2003","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","81,31","","","","","","","","","","","2003","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","81,53","","","","","","","","","","","2003","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","75,03","","","","","","","","","","","2003","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","81,84","","","","","","","","","","","2003","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","81,15","","","","","","","","","","","2003","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","81,46","","","","","","","","","","","2003","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","80,87","","","","","","","","","","","2003","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","84,61","","","","","","","","","","","2003","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","82,79","","","","","","","","","","","2003","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","80,92","","","","","","","","","","","2003","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","81,71","","","","","","","","","","","2003","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","82","","","","","","","","","","","2003","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","81,25","","","","","","","","","","","2003","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","81,77","","","","","","","","","","","2003","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","78,5","","","","","","","","","","","2003","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","75,83","","","","","","","","","","","2003","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","82,2","","","","","","","","","","","2003","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","82,57","","","","","","","","","","","2003","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","81,52","","","","","","","","","","","2003","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","75,64","","","","","","","","","","","2003","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","75,43","","","","","","","","","","","2003","Stadtbezirk","8","08 Schwanthalerhöhe"
